#,customer_id,id,order_id,product_id,quantity
114,15,114,10290,49,15
115,15,115,10290,77,10
116,61,116,10291,13,20
117,61,117,10291,44,24
118,61,118,10291,51,2
119,81,119,10292,20,20
120,80,120,10293,18,12
121,80,121,10293,24,10
122,80,122,10293,63,5
123,80,123,10293,75,6
124,65,124,10294,1,18
125,65,125,10294,17,15
126,65,126,10294,43,15
127,65,127,10294,60,21
128,65,128,10294,75,6
129,85,129,10295,56,4
130,46,130,10296,11,12
131,46,131,10296,16,30
132,46,132,10296,69,15
133,7,133,10297,39,60
134,7,134,10297,72,20
135,37,135,10298,2,40
136,37,136,10298,36,40
137,37,137,10298,59,30
138,37,138,10298,62,15
139,67,139,10299,19,15
140,67,140,10299,70,20
141,49,141,10300,66,30
142,49,142,10300,68,20
143,86,143,10301,40,10
144,86,144,10301,56,20
145,76,145,10302,17,40
146,76,146,10302,28,28
147,76,147,10302,43,12
148,30,148,10303,40,40
149,30,149,10303,65,30
150,30,150,10303,68,15
151,80,151,10304,49,30
152,80,152,10304,59,10
153,80,153,10304,71,2
154,55,154,10305,18,25
155,55,155,10305,29,25
156,55,156,10305,39,30
157,69,157,10306,30,10
158,69,158,10306,53,10
159,69,159,10306,54,5
160,48,160,10307,62,10
161,48,161,10307,68,3
162,2,162,10308,69,1
163,2,163,10308,70,5
164,37,164,10309,4,20
165,37,165,10309,6,30
166,37,166,10309,42,2
167,37,167,10309,43,20
168,37,168,10309,71,3
169,77,169,10310,16,10
170,77,170,10310,62,5
171,18,171,10311,42,6
172,18,172,10311,69,7
173,86,173,10312,28,4
174,86,174,10312,43,24
175,86,175,10312,53,20
176,86,176,10312,75,10
177,63,177,10313,36,12
178,65,178,10314,32,40
179,65,179,10314,58,30
180,65,180,10314,62,25
181,38,181,10315,34,14
182,38,182,10315,70,30
183,65,183,10316,41,10
184,65,184,10316,62,70
185,48,185,10317,1,20
186,38,186,10318,41,20
187,38,187,10318,76,6
188,80,188,10319,17,8
189,80,189,10319,28,14
190,80,190,10319,76,30
191,87,191,10320,71,30
192,38,192,10321,35,10
193,58,193,10322,52,20
194,39,194,10323,15,5
195,39,195,10323,25,4
196,39,196,10323,39,4
197,71,197,10324,16,21
198,71,198,10324,35,70
199,71,199,10324,46,30
200,71,200,10324,59,40
201,71,201,10324,63,80
202,39,202,10325,6,6
203,39,203,10325,13,12
204,39,204,10325,14,9
205,39,205,10325,31,4
206,39,206,10325,72,40
207,8,207,10326,4,24
208,8,208,10326,57,16
209,8,209,10326,75,50
210,24,210,10327,2,25
211,24,211,10327,11,50
212,24,212,10327,30,35
213,24,213,10327,58,30
214,28,214,10328,59,9
215,28,215,10328,65,40
216,28,216,10328,68,10
217,75,217,10329,19,10
218,75,218,10329,30,8
219,75,219,10329,38,20
220,75,220,10329,56,12
221,46,221,10330,26,50
222,46,222,10330,72,25
223,9,223,10331,54,15
224,51,224,10332,18,40
225,51,225,10332,42,10
226,51,226,10332,47,16
227,87,227,10333,14,10
228,87,228,10333,21,10
229,87,229,10333,71,40
230,84,230,10334,52,8
231,84,231,10334,68,10
232,37,232,10335,2,7
233,37,233,10335,31,25
234,37,234,10335,32,6
235,37,235,10335,51,48
236,60,236,10336,4,18
237,25,237,10337,23,40
238,25,238,10337,26,24
239,25,239,10337,36,20
240,25,240,10337,37,28
241,25,241,10337,72,25
242,55,242,10338,17,20
243,55,243,10338,30,15
244,51,244,10339,4,10
245,51,245,10339,17,70
246,51,246,10339,62,28
247,9,247,10340,18,20
248,9,248,10340,41,12
249,9,249,10340,43,40
250,73,250,10341,33,8
251,73,251,10341,59,9
252,25,252,10342,2,24
253,25,253,10342,31,56
254,25,254,10342,36,40
255,25,255,10342,55,40
256,44,256,10343,64,50
257,44,257,10343,68,4
258,44,258,10343,76,15
259,89,259,10344,4,35
260,89,260,10344,8,70
261,63,261,10345,8,70
262,63,262,10345,19,80
263,63,263,10345,42,9
264,65,264,10346,17,36
265,65,265,10346,56,20
266,21,266,10347,25,10
267,21,267,10347,39,50
268,21,268,10347,40,4
269,21,269,10347,75,6
270,86,270,10348,1,15
271,86,271,10348,23,25
272,75,272,10349,54,24
273,41,273,10350,50,15
274,41,274,10350,69,18
275,20,275,10351,38,20
276,20,276,10351,41,13
277,20,277,10351,44,77
278,20,278,10351,65,10
279,28,279,10352,24,10
280,28,280,10352,54,20
281,59,281,10353,11,12
282,59,282,10353,38,50
283,58,283,10354,1,12
284,58,284,10354,29,4
285,4,285,10355,24,25
286,4,286,10355,57,25
287,86,287,10356,31,30
288,86,288,10356,55,12
289,86,289,10356,69,20
290,46,290,10357,10,30
291,46,291,10357,26,16
292,46,292,10357,60,8
293,41,293,10358,24,10
294,41,294,10358,34,10
295,41,295,10358,36,20
296,72,296,10359,16,56
297,72,297,10359,31,70
298,72,298,10359,60,80
299,7,299,10360,28,30
300,7,300,10360,29,35
301,7,301,10360,38,10
302,7,302,10360,49,35
303,7,303,10360,54,28
304,63,304,10361,39,54
305,63,305,10361,60,55
306,9,306,10362,25,50
307,9,307,10362,51,20
308,9,308,10362,54,24
309,17,309,10363,31,20
310,17,310,10363,75,12
311,17,311,10363,76,12
312,19,312,10364,69,30
313,19,313,10364,71,5
314,3,314,10365,11,24
315,29,315,10366,65,5
316,29,316,10366,77,5
317,83,317,10367,34,36
318,83,318,10367,54,18
319,83,319,10367,65,15
320,83,320,10367,77,7
321,20,321,10368,21,5
322,20,322,10368,28,13
323,20,323,10368,57,25
324,20,324,10368,64,35
325,75,325,10369,29,20
326,75,326,10369,56,18
327,14,327,10370,1,15
328,14,328,10370,64,30
329,14,329,10370,74,20
330,41,330,10371,36,6
331,62,331,10372,20,12
332,62,332,10372,38,40
333,62,333,10372,60,70
334,62,334,10372,72,42
335,37,335,10373,58,80
336,37,336,10373,71,50
337,91,337,10374,31,30
338,91,338,10374,58,15
339,36,339,10375,14,15
340,36,340,10375,54,10
341,51,341,10376,31,42
342,72,342,10377,28,20
343,72,343,10377,39,20
344,24,344,10378,71,6
345,61,345,10379,41,8
346,61,346,10379,63,16
347,61,347,10379,65,20
348,37,348,10380,30,18
349,37,349,10380,53,20
350,37,350,10380,60,6
351,37,351,10380,70,30
352,46,352,10381,74,14
353,20,353,10382,5,32
354,20,354,10382,18,9
355,20,355,10382,29,14
356,20,356,10382,33,60
357,20,357,10382,74,50
358,4,358,10383,13,20
359,4,359,10383,50,15
360,4,360,10383,56,20
361,5,361,10384,20,28
362,5,362,10384,60,15
363,75,363,10385,7,10
364,75,364,10385,60,20
365,75,365,10385,68,8
366,21,366,10386,24,15
367,21,367,10386,34,10
368,70,368,10387,24,15
369,70,369,10387,28,6
370,70,370,10387,59,12
371,70,371,10387,71,15
372,72,372,10388,45,15
373,72,373,10388,52,20
374,72,374,10388,53,40
375,10,375,10389,10,16
376,10,376,10389,55,15
377,10,377,10389,62,20
378,10,378,10389,70,30
379,20,379,10390,31,60
380,20,380,10390,35,40
381,20,381,10390,46,45
382,20,382,10390,72,24
383,17,383,10391,13,18
384,59,384,10392,69,50
385,71,385,10393,2,25
386,71,386,10393,14,42
387,71,387,10393,25,7
388,71,388,10393,26,70
389,71,389,10393,31,32
390,36,390,10394,13,10
391,36,391,10394,62,10
392,35,392,10395,46,28
393,35,393,10395,53,70
394,35,394,10395,69,8
395,25,395,10396,23,40
396,25,396,10396,71,60
397,25,397,10396,72,21
398,60,398,10397,21,10
399,60,399,10397,51,18
400,71,400,10398,35,30
401,71,401,10398,55,120
402,83,402,10399,68,60
403,83,403,10399,71,30
404,83,404,10399,76,35
405,83,405,10399,77,14
406,19,406,10400,29,21
407,19,407,10400,35,35
408,19,408,10400,49,30
409,65,409,10401,30,18
410,65,410,10401,56,70
411,65,411,10401,65,20
412,65,412,10401,71,60
413,20,413,10402,23,60
414,20,414,10402,63,65
415,20,415,10403,16,21
416,20,416,10403,48,70
417,49,417,10404,26,30
418,49,418,10404,42,40
419,49,419,10404,49,30
420,47,420,10405,3,50
421,62,421,10406,1,10
422,62,422,10406,21,30
423,62,423,10406,28,42
424,62,424,10406,36,5
425,62,425,10406,40,2
426,56,426,10407,11,30
427,56,427,10407,69,15
428,56,428,10407,71,15
429,23,429,10408,37,10
430,23,430,10408,54,6
431,23,431,10408,62,35
432,54,432,10409,14,12
433,54,433,10409,21,12
434,10,434,10410,33,49
435,10,435,10410,59,16
436,10,436,10411,41,25
437,10,437,10411,44,40
438,10,438,10411,59,9
439,87,439,10412,14,20
440,41,440,10413,1,24
441,41,441,10413,62,40
442,41,442,10413,76,14
443,21,443,10414,19,18
444,21,444,10414,33,50
445,36,445,10415,17,2
446,36,446,10415,33,20
447,87,447,10416,19,20
448,87,448,10416,53,10
449,87,449,10416,57,20
450,73,450,10417,38,50
451,73,451,10417,46,2
452,73,452,10417,68,36
453,73,453,10417,77,35
454,63,454,10418,2,60
455,63,455,10418,47,55
456,63,456,10418,61,16
457,63,457,10418,74,15
458,68,458,10419,60,60
459,68,459,10419,69,20
460,88,460,10420,9,20
461,88,461,10420,13,2
462,88,462,10420,70,8
463,88,463,10420,73,20
464,61,464,10421,19,4
465,61,465,10421,26,30
466,61,466,10421,53,15
467,61,467,10421,77,10
468,27,468,10422,26,2
469,31,469,10423,31,14
470,31,470,10423,59,20
471,51,471,10424,35,60
472,51,472,10424,38,49
473,51,473,10424,68,30
474,41,474,10425,55,10
475,41,475,10425,76,20
476,29,476,10426,56,5
477,29,477,10426,64,7
478,59,478,10427,14,35
479,66,479,10428,46,20
480,37,480,10429,50,40
481,37,481,10429,63,35
482,20,482,10430,17,45
483,20,483,10430,21,50
484,20,484,10430,56,30
485,20,485,10430,59,70
486,10,486,10431,17,50
487,10,487,10431,40,50
488,10,488,10431,47,30
489,75,489,10432,26,10
490,75,490,10432,54,40
491,60,491,10433,56,28
492,24,492,10434,11,6
493,24,493,10434,76,18
494,16,494,10435,2,10
495,16,495,10435,22,12
496,16,496,10435,72,10
497,7,497,10436,46,5
498,7,498,10436,56,40
499,7,499,10436,64,30
500,7,500,10436,75,24
501,87,501,10437,53,15
502,79,502,10438,19,15
503,79,503,10438,34,20
504,79,504,10438,57,15
505,51,505,10439,12,15
506,51,506,10439,16,16
507,51,507,10439,64,6
508,51,508,10439,74,30
509,71,509,10440,2,45
510,71,510,10440,16,49
511,71,511,10440,29,24
512,71,512,10440,61,90
513,55,513,10441,27,50
514,20,514,10442,11,30
515,20,515,10442,54,80
516,20,516,10442,66,60
517,66,517,10443,11,6
518,66,518,10443,28,12
